,l1,l2,l3,l4,l5,l6,l7,l8,l9,u,hashin
249,0.0,0.0,0.0,90.0,90.0,90.0,45.0,45.0,45.0,0.06548811495304108,0.8307318687438965
250,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3917403221130371,1.4608546495437622
251,45.0,45.0,45.0,45.0,45.0,90.0,0.0,0.0,45.0,0.3498491048812866,0.9049181938171387
252,45.0,45.0,90.0,45.0,45.0,45.0,0.0,0.0,45.0,0.2563900053501129,0.8835644721984863
253,90.0,0.0,90.0,45.0,45.0,90.0,45.0,90.0,0.0,0.08308102935552597,0.8699706196784973
254,45.0,45.0,45.0,45.0,45.0,45.0,45.0,90.0,90.0,0.5562936663627625,1.0756232738494873
255,45.0,45.0,45.0,45.0,90.0,90.0,0.0,45.0,90.0,0.29933565855026245,0.8970884680747986
256,45.0,90.0,45.0,45.0,0.0,90.0,45.0,0.0,90.0,0.17688791453838348,0.8464400768280029
257,90.0,45.0,45.0,0.0,90.0,0.0,45.0,45.0,45.0,0.12570767104625702,0.8098874092102051
258,45.0,0.0,45.0,45.0,45.0,45.0,90.0,45.0,45.0,0.28185272216796875,0.8713910579681396
259,45.0,0.0,45.0,45.0,0.0,45.0,45.0,45.0,0.0,0.3474082350730896,0.9877842664718628
260,90.0,90.0,45.0,45.0,45.0,90.0,45.0,90.0,0.0,0.1919848471879959,0.9255408644676208
261,45.0,45.0,45.0,0.0,90.0,45.0,45.0,45.0,45.0,0.28194594383239746,0.8975159525871277
262,45.0,90.0,90.0,90.0,0.0,0.0,90.0,0.0,90.0,0.11380496621131897,1.1892380714416504
263,90.0,90.0,45.0,90.0,90.0,90.0,45.0,45.0,45.0,0.36996281147003174,1.1193549633026123
264,90.0,45.0,0.0,45.0,0.0,45.0,45.0,0.0,45.0,0.12543411552906036,0.8213553428649902
265,90.0,90.0,45.0,0.0,45.0,45.0,0.0,90.0,90.0,0.0954609215259552,0.8898491263389587
266,45.0,45.0,0.0,45.0,0.0,90.0,0.0,45.0,45.0,0.22309908270835876,0.8362030386924744
267,45.0,45.0,90.0,45.0,45.0,0.0,45.0,45.0,0.0,0.2478746920824051,0.8763574361801147
268,45.0,0.0,45.0,45.0,90.0,45.0,0.0,0.0,45.0,0.20802836120128632,0.830156683921814
269,0.0,45.0,45.0,0.0,45.0,45.0,45.0,45.0,90.0,0.19769616425037384,0.8086649179458618
270,90.0,0.0,45.0,90.0,45.0,90.0,45.0,45.0,0.0,0.08905863761901855,0.8152360916137695
271,45.0,45.0,45.0,45.0,45.0,0.0,45.0,0.0,90.0,0.3940974175930023,0.9022530913352966
272,0.0,0.0,0.0,90.0,0.0,45.0,45.0,45.0,90.0,0.08659307658672333,0.841292142868042
273,0.0,90.0,0.0,90.0,90.0,45.0,0.0,90.0,0.0,0.06629948318004608,1.142256498336792
274,45.0,90.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.13405178487300873,0.9056799411773682
275,90.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.343807578086853,1.0765589475631714
276,45.0,45.0,45.0,45.0,45.0,90.0,90.0,0.0,45.0,0.35899603366851807,0.9105113744735718
277,45.0,90.0,90.0,45.0,90.0,0.0,90.0,90.0,45.0,0.1975727677345276,0.9585425853729248
278,45.0,45.0,0.0,0.0,45.0,45.0,90.0,90.0,90.0,0.2081499546766281,0.822954535484314
279,90.0,0.0,45.0,45.0,45.0,45.0,90.0,45.0,90.0,0.11571437120437622,0.8182674050331116
280,45.0,45.0,90.0,45.0,0.0,45.0,45.0,45.0,90.0,0.2422517091035843,0.8646503686904907
281,0.0,45.0,90.0,90.0,45.0,90.0,90.0,0.0,45.0,0.10153569281101227,0.853478729724884
282,45.0,0.0,0.0,0.0,45.0,90.0,0.0,90.0,45.0,0.14981169998645782,0.8482383489608765
283,45.0,0.0,0.0,0.0,90.0,45.0,90.0,45.0,90.0,0.13357414305210114,0.8345836400985718
284,90.0,90.0,45.0,45.0,90.0,45.0,45.0,45.0,45.0,0.34331467747688293,1.045180082321167
285,45.0,45.0,45.0,45.0,45.0,90.0,0.0,45.0,0.0,0.35633981227874756,0.9063243269920349
286,45.0,45.0,45.0,45.0,45.0,0.0,45.0,90.0,90.0,0.38255080580711365,0.9044627547264099
287,0.0,0.0,0.0,90.0,90.0,0.0,45.0,45.0,90.0,0.07213899493217468,0.9294931292533875
288,0.0,45.0,90.0,45.0,45.0,45.0,90.0,45.0,90.0,0.14165396988391876,0.8106193542480469
289,45.0,45.0,45.0,0.0,45.0,45.0,45.0,45.0,0.0,0.4359964430332184,1.0373046398162842
290,45.0,90.0,45.0,90.0,45.0,45.0,90.0,90.0,90.0,0.35099682211875916,1.0620644092559814
291,0.0,90.0,90.0,90.0,45.0,45.0,0.0,0.0,0.0,0.06269530951976776,0.9492999911308289
292,90.0,90.0,0.0,90.0,45.0,45.0,0.0,45.0,90.0,0.0896342322230339,0.8919650912284851
293,45.0,0.0,90.0,90.0,45.0,45.0,0.0,0.0,45.0,0.13448522984981537,0.8090927004814148
294,45.0,45.0,0.0,45.0,90.0,0.0,45.0,45.0,90.0,0.20930935442447662,0.8119263648986816
295,90.0,45.0,45.0,45.0,45.0,45.0,90.0,45.0,45.0,0.33789193630218506,1.0316722393035889
296,45.0,0.0,45.0,0.0,90.0,45.0,45.0,90.0,0.0,0.16787226498126984,0.8062440752983093
297,90.0,90.0,90.0,0.0,90.0,90.0,90.0,45.0,90.0,0.14750748872756958,1.3006775379180908
298,45.0,45.0,45.0,45.0,45.0,45.0,90.0,45.0,90.0,0.5348696708679199,1.0737167596817017
299,90.0,90.0,0.0,45.0,0.0,45.0,45.0,0.0,45.0,0.06887491792440414,0.8207275867462158
300,0.0,90.0,0.0,45.0,90.0,0.0,90.0,45.0,45.0,0.06214224547147751,0.8299713134765625
301,45.0,0.0,90.0,0.0,45.0,90.0,90.0,90.0,45.0,0.12685756385326385,0.8503503203392029
302,90.0,0.0,45.0,0.0,0.0,90.0,0.0,45.0,45.0,0.07185017317533493,0.8470683097839355
303,45.0,0.0,45.0,45.0,0.0,90.0,0.0,0.0,90.0,0.17964878678321838,0.8638590574264526
304,0.0,45.0,0.0,0.0,45.0,90.0,45.0,45.0,45.0,0.14681610465049744,0.801967978477478
305,45.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,90.0,0.25162938237190247,0.8199032545089722
306,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,0.40762844681739807,1.0605151653289795
307,45.0,90.0,45.0,90.0,45.0,45.0,45.0,90.0,45.0,0.356263667345047,1.0260729789733887
308,90.0,0.0,90.0,0.0,45.0,0.0,0.0,0.0,0.0,0.08403443545103073,1.1782262325286865
309,45.0,45.0,45.0,0.0,45.0,0.0,45.0,45.0,45.0,0.4104294180870056,1.0263357162475586
310,45.0,0.0,45.0,0.0,0.0,90.0,45.0,45.0,0.0,0.18503914773464203,0.8443052172660828
311,45.0,90.0,45.0,45.0,45.0,90.0,0.0,45.0,45.0,0.2444179654121399,0.8770953416824341
312,45.0,0.0,45.0,45.0,90.0,45.0,90.0,90.0,45.0,0.20275746285915375,0.8324909210205078
313,90.0,0.0,0.0,90.0,90.0,45.0,45.0,45.0,45.0,0.06712482124567032,0.8042839169502258
314,45.0,90.0,0.0,0.0,90.0,0.0,45.0,45.0,0.0,0.11506758630275726,0.8557709455490112
315,45.0,0.0,45.0,90.0,0.0,45.0,90.0,0.0,0.0,0.146307110786438,0.8586175441741943
316,45.0,45.0,0.0,45.0,90.0,90.0,45.0,0.0,45.0,0.20010164380073547,0.8168343901634216
317,0.0,0.0,45.0,45.0,90.0,90.0,45.0,45.0,45.0,0.10123826563358307,0.7707405686378479
318,45.0,0.0,0.0,90.0,0.0,45.0,45.0,45.0,45.0,0.15813951194286346,0.8049478530883789
319,90.0,0.0,90.0,90.0,0.0,90.0,90.0,90.0,45.0,0.09618567675352097,1.1932235956192017
320,0.0,90.0,0.0,45.0,90.0,45.0,45.0,90.0,0.0,0.06301620602607727,0.8296213150024414
321,45.0,90.0,0.0,0.0,45.0,0.0,45.0,0.0,45.0,0.1399395763874054,0.8435051441192627
322,45.0,0.0,45.0,90.0,0.0,0.0,0.0,90.0,45.0,0.14216795563697815,0.8545488119125366
323,45.0,45.0,90.0,45.0,0.0,45.0,0.0,45.0,45.0,0.2245042622089386,0.8594179153442383
324,45.0,45.0,45.0,0.0,0.0,45.0,45.0,0.0,45.0,0.3840633034706116,1.0134273767471313
325,90.0,90.0,0.0,0.0,0.0,90.0,45.0,45.0,90.0,0.0699973851442337,0.9561493396759033
326,0.0,45.0,0.0,45.0,45.0,0.0,45.0,45.0,45.0,0.2665877938270569,0.9666063189506531
327,0.0,45.0,0.0,45.0,45.0,45.0,0.0,90.0,0.0,0.16709868609905243,0.8368844389915466
328,0.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,0.0,0.2944672107696533,0.9819260835647583
329,0.0,0.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.2717617452144623,1.0852137804031372
330,0.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.306487113237381,1.0283007621765137
331,0.0,90.0,90.0,90.0,45.0,45.0,90.0,45.0,0.0,0.0646083876490593,0.8648680448532104
332,45.0,90.0,0.0,45.0,0.0,45.0,0.0,0.0,90.0,0.13217784464359283,0.8610690236091614
333,0.0,45.0,0.0,45.0,45.0,90.0,0.0,45.0,45.0,0.1549554169178009,0.8055253624916077
334,45.0,90.0,90.0,45.0,45.0,45.0,90.0,45.0,45.0,0.3490549921989441,1.0285840034484863
335,0.0,0.0,0.0,45.0,45.0,45.0,45.0,90.0,45.0,0.15647290647029877,0.8007489442825317
336,45.0,45.0,0.0,90.0,45.0,45.0,45.0,90.0,45.0,0.21876150369644165,0.8405837416648865
337,45.0,0.0,90.0,45.0,45.0,90.0,0.0,90.0,45.0,0.14803074300289154,0.8093687295913696
338,45.0,90.0,90.0,90.0,45.0,0.0,45.0,90.0,45.0,0.20008954405784607,0.9068406820297241
339,45.0,45.0,0.0,0.0,0.0,0.0,90.0,90.0,45.0,0.17601752281188965,0.8629593849182129
340,45.0,45.0,0.0,45.0,0.0,45.0,90.0,45.0,90.0,0.23573464155197144,0.8127940893173218
341,0.0,90.0,90.0,45.0,45.0,0.0,45.0,45.0,90.0,0.0683620423078537,0.7982321977615356
342,45.0,90.0,90.0,90.0,90.0,45.0,45.0,90.0,90.0,0.33941444754600525,1.132910132408142
343,45.0,90.0,0.0,0.0,90.0,45.0,45.0,0.0,90.0,0.11913754045963287,0.84659343957901
344,45.0,0.0,45.0,45.0,90.0,45.0,0.0,0.0,0.0,0.1991606056690216,0.85960453748703
345,45.0,45.0,45.0,90.0,0.0,90.0,0.0,90.0,45.0,0.19479060173034668,0.8518626689910889
346,90.0,45.0,90.0,90.0,45.0,0.0,90.0,90.0,45.0,0.16403956711292267,0.9688941836357117
347,45.0,45.0,45.0,0.0,45.0,90.0,45.0,45.0,90.0,0.2861270308494568,0.8680321574211121
348,0.0,45.0,90.0,45.0,0.0,90.0,90.0,45.0,90.0,0.1049952507019043,0.8446992039680481
349,45.0,0.0,45.0,90.0,0.0,45.0,0.0,0.0,90.0,0.14965714514255524,0.8573495149612427
350,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,45.0,0.5105223059654236,1.0775452852249146
351,90.0,0.0,45.0,45.0,45.0,45.0,0.0,90.0,45.0,0.10073329508304596,0.7879638075828552
352,45.0,90.0,45.0,90.0,90.0,45.0,45.0,90.0,0.0,0.2315143495798111,0.9156566262245178
353,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.0,0.4937424957752228,1.0685778856277466
354,45.0,90.0,45.0,45.0,45.0,45.0,90.0,45.0,90.0,0.3748779296875,1.0256928205490112
355,90.0,45.0,90.0,45.0,45.0,0.0,45.0,90.0,0.0,0.13952195644378662,0.8613142371177673
356,45.0,45.0,0.0,45.0,45.0,90.0,45.0,45.0,45.0,0.2844896912574768,0.8857702612876892
357,0.0,90.0,45.0,90.0,0.0,0.0,0.0,45.0,0.0,0.07692143321037292,0.9504969120025635
358,45.0,45.0,45.0,90.0,90.0,0.0,0.0,45.0,0.0,0.19565831124782562,0.861177384853363
359,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.5301920175552368,1.084274172782898
360,45.0,0.0,90.0,90.0,0.0,45.0,0.0,0.0,0.0,0.10974301397800446,0.9577833414077759
361,90.0,45.0,0.0,0.0,45.0,45.0,45.0,45.0,0.0,0.12213790416717529,0.8170143961906433
362,45.0,90.0,45.0,45.0,0.0,90.0,0.0,45.0,90.0,0.1711735725402832,0.8433482050895691
363,45.0,90.0,90.0,45.0,45.0,45.0,45.0,45.0,90.0,0.350823312997818,1.0271142721176147
364,90.0,45.0,45.0,45.0,45.0,45.0,90.0,0.0,90.0,0.20169436931610107,0.8799835443496704
365,0.0,0.0,90.0,0.0,0.0,90.0,45.0,0.0,45.0,0.08443295210599899,0.9473989605903625
366,45.0,90.0,90.0,45.0,90.0,90.0,90.0,90.0,45.0,0.3378358781337738,1.1259912252426147
367,0.0,45.0,45.0,45.0,90.0,90.0,45.0,45.0,0.0,0.1456630527973175,0.7899436950683594
368,0.0,45.0,45.0,90.0,45.0,0.0,45.0,45.0,45.0,0.1560215950012207,0.8075026273727417
369,0.0,0.0,90.0,45.0,45.0,45.0,45.0,0.0,0.0,0.10155421495437622,0.826176106929779
370,90.0,45.0,45.0,0.0,0.0,45.0,90.0,90.0,90.0,0.11374495178461075,0.8709495067596436
371,0.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.306487113237381,1.0283007621765137
372,45.0,45.0,90.0,0.0,0.0,45.0,90.0,45.0,0.0,0.1612515151500702,0.8254867792129517
373,45.0,45.0,0.0,45.0,90.0,0.0,45.0,45.0,45.0,0.22938916087150574,0.837444543838501
374,45.0,45.0,45.0,45.0,45.0,0.0,45.0,0.0,45.0,0.4880230724811554,1.0667697191238403
375,45.0,45.0,90.0,45.0,45.0,0.0,90.0,90.0,45.0,0.2482803463935852,0.8771065473556519
376,90.0,45.0,0.0,0.0,45.0,90.0,0.0,45.0,45.0,0.10259512811899185,0.8042817711830139
377,90.0,45.0,90.0,45.0,90.0,0.0,45.0,45.0,0.0,0.13682343065738678,0.8674262762069702
378,0.0,90.0,0.0,90.0,45.0,45.0,0.0,0.0,90.0,0.06536611914634705,0.929543673992157
379,45.0,45.0,90.0,90.0,90.0,45.0,45.0,45.0,90.0,0.3602778911590576,1.0399632453918457
380,45.0,0.0,45.0,90.0,90.0,90.0,45.0,90.0,90.0,0.1677752137184143,0.9061184525489807
381,90.0,45.0,90.0,45.0,45.0,45.0,0.0,0.0,45.0,0.14755691587924957,0.8519440293312073
382,0.0,90.0,45.0,45.0,45.0,0.0,45.0,0.0,45.0,0.10371726006269455,0.8055865168571472
383,90.0,45.0,45.0,45.0,45.0,90.0,90.0,45.0,90.0,0.32698854804039,1.0326097011566162
384,45.0,45.0,45.0,45.0,0.0,90.0,90.0,45.0,45.0,0.29118260741233826,0.8827205896377563
385,45.0,45.0,90.0,45.0,90.0,45.0,45.0,0.0,0.0,0.22804176807403564,0.8585589528083801
386,90.0,90.0,0.0,45.0,45.0,0.0,45.0,45.0,45.0,0.08703947812318802,0.8077465295791626
387,45.0,45.0,45.0,90.0,90.0,90.0,45.0,0.0,0.0,0.22769592702388763,0.877766489982605
388,45.0,45.0,0.0,0.0,45.0,0.0,45.0,45.0,45.0,0.3411782681941986,0.9890673160552979
389,90.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,45.0,0.13003294169902802,0.8738120794296265
390,45.0,90.0,90.0,45.0,45.0,90.0,45.0,90.0,45.0,0.34833091497421265,1.0399847030639648
391,0.0,45.0,90.0,90.0,45.0,45.0,45.0,45.0,45.0,0.13368885219097137,0.8080517053604126
392,90.0,90.0,90.0,0.0,0.0,45.0,90.0,90.0,45.0,0.08872710913419724,1.009057879447937
393,90.0,0.0,0.0,90.0,45.0,0.0,90.0,45.0,45.0,0.06028416007757187,0.8397448658943176
394,45.0,0.0,45.0,45.0,45.0,90.0,45.0,0.0,45.0,0.2447550892829895,0.8334315419197083
395,45.0,0.0,45.0,0.0,90.0,0.0,0.0,90.0,45.0,0.1500331163406372,0.8536133170127869
396,45.0,90.0,45.0,0.0,90.0,45.0,45.0,90.0,90.0,0.18895073235034943,0.873612105846405
397,0.0,45.0,45.0,0.0,90.0,45.0,45.0,45.0,45.0,0.15920476615428925,0.8039214015007019
398,45.0,0.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,0.3335927128791809,0.98094642162323
399,0.0,90.0,0.0,90.0,45.0,45.0,45.0,90.0,90.0,0.058184389024972916,0.840975284576416
400,45.0,45.0,45.0,0.0,90.0,90.0,90.0,0.0,45.0,0.1963340789079666,0.847053587436676
401,0.0,45.0,90.0,90.0,45.0,45.0,45.0,45.0,45.0,0.13368885219097137,0.8080517053604126
402,45.0,90.0,90.0,90.0,0.0,45.0,90.0,45.0,0.0,0.15203097462654114,0.9086428880691528
403,90.0,90.0,45.0,0.0,90.0,45.0,45.0,45.0,45.0,0.13893070816993713,0.8631184101104736
404,0.0,45.0,45.0,0.0,45.0,90.0,45.0,45.0,0.0,0.162980318069458,0.8108777403831482
405,0.0,45.0,90.0,45.0,45.0,0.0,45.0,45.0,0.0,0.13523831963539124,0.8084954023361206
406,45.0,45.0,90.0,45.0,0.0,90.0,45.0,45.0,45.0,0.22874043881893158,0.862563967704773
407,45.0,45.0,0.0,45.0,0.0,90.0,45.0,0.0,45.0,0.22725389897823334,0.8382831811904907
408,45.0,45.0,90.0,45.0,45.0,90.0,45.0,45.0,0.0,0.28078699111938477,0.8894766569137573
409,45.0,45.0,45.0,45.0,45.0,45.0,45.0,90.0,0.0,0.46374133229255676,0.9577108025550842
410,0.0,90.0,90.0,0.0,45.0,45.0,90.0,45.0,45.0,0.0584377646446228,0.7956557273864746
411,45.0,45.0,90.0,90.0,0.0,45.0,0.0,0.0,45.0,0.16122667491436005,0.8441767692565918
412,45.0,45.0,0.0,45.0,90.0,45.0,45.0,0.0,45.0,0.24210774898529053,0.8449074625968933
413,90.0,45.0,90.0,45.0,90.0,45.0,90.0,45.0,0.0,0.19309404492378235,0.9251739382743835
414,45.0,0.0,45.0,90.0,45.0,0.0,0.0,0.0,90.0,0.15447987616062164,0.8610516786575317
415,90.0,0.0,90.0,0.0,45.0,45.0,45.0,0.0,0.0,0.06817417591810226,0.8574782013893127
416,45.0,90.0,45.0,45.0,45.0,45.0,0.0,45.0,0.0,0.2356743961572647,0.8787341713905334
417,0.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,0.24671880900859833,1.0199401378631592
418,90.0,45.0,45.0,90.0,0.0,45.0,45.0,0.0,90.0,0.13171914219856262,0.8462257385253906
419,45.0,90.0,0.0,90.0,45.0,45.0,45.0,45.0,45.0,0.1751711368560791,0.8318659067153931
420,45.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.3441905379295349,0.9864687323570251
421,45.0,45.0,90.0,90.0,90.0,0.0,45.0,45.0,45.0,0.21560247242450714,0.8743273615837097
422,45.0,45.0,45.0,45.0,45.0,90.0,45.0,45.0,45.0,0.5043383836746216,1.1142951250076294
423,0.0,90.0,0.0,90.0,90.0,0.0,0.0,90.0,0.0,0.10170653462409973,1.7449616193771362
424,90.0,45.0,45.0,0.0,0.0,45.0,90.0,45.0,45.0,0.12627285718917847,0.8033701777458191
425,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,0.40762844681739807,1.0605151653289795
426,90.0,90.0,0.0,45.0,45.0,90.0,90.0,45.0,90.0,0.12078215181827545,0.9292348623275757
427,45.0,45.0,45.0,0.0,90.0,45.0,45.0,45.0,90.0,0.26202380657196045,0.8626201152801514
428,45.0,0.0,0.0,45.0,90.0,45.0,45.0,0.0,45.0,0.18108223378658295,0.8124018907546997
429,0.0,45.0,45.0,45.0,45.0,90.0,45.0,0.0,0.0,0.18040713667869568,0.8229786157608032
430,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,45.0,0.294931024312973,1.099591851234436
431,45.0,45.0,45.0,0.0,45.0,45.0,90.0,90.0,45.0,0.3013744652271271,0.8716573715209961
432,0.0,90.0,0.0,0.0,45.0,45.0,90.0,45.0,45.0,0.0722852423787117,0.7848696708679199
433,45.0,90.0,45.0,45.0,90.0,0.0,45.0,90.0,45.0,0.2212330549955368,0.8708542585372925
434,0.0,45.0,45.0,0.0,45.0,0.0,0.0,90.0,90.0,0.14833521842956543,0.8496772050857544
435,90.0,45.0,45.0,45.0,45.0,90.0,45.0,45.0,0.0,0.20429018139839172,0.8816204071044922
436,90.0,45.0,45.0,0.0,90.0,0.0,90.0,45.0,90.0,0.11365146189928055,0.8779416084289551
437,0.0,0.0,45.0,45.0,0.0,45.0,0.0,45.0,0.0,0.24785201251506805,1.018552541732788
438,45.0,90.0,0.0,45.0,90.0,45.0,45.0,45.0,45.0,0.17964154481887817,0.8313137888908386
439,0.0,45.0,45.0,45.0,90.0,45.0,90.0,90.0,90.0,0.15437623858451843,0.844594419002533
440,45.0,45.0,90.0,45.0,90.0,0.0,45.0,45.0,45.0,0.23805570602416992,0.872612476348877
441,90.0,45.0,45.0,90.0,90.0,45.0,0.0,45.0,0.0,0.14663074910640717,0.8711461424827576
442,45.0,45.0,90.0,90.0,45.0,45.0,90.0,45.0,45.0,0.3671051263809204,1.029315710067749
443,90.0,90.0,45.0,45.0,45.0,45.0,90.0,0.0,45.0,0.18868784606456757,0.8934741616249084
444,45.0,45.0,90.0,90.0,90.0,45.0,45.0,0.0,45.0,0.23923060297966003,0.887850284576416
445,90.0,45.0,45.0,45.0,45.0,90.0,90.0,90.0,45.0,0.3273310959339142,1.0332159996032715
446,0.0,90.0,45.0,90.0,90.0,45.0,90.0,45.0,45.0,0.10281331092119217,0.8433696627616882
447,90.0,45.0,90.0,45.0,0.0,45.0,90.0,0.0,0.0,0.1123390793800354,0.8900083303451538
448,45.0,45.0,0.0,90.0,0.0,0.0,45.0,90.0,90.0,0.15215319395065308,0.8540121912956238
449,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.5925204753875732,1.304466962814331
450,45.0,90.0,45.0,0.0,90.0,0.0,45.0,0.0,45.0,0.14430980384349823,0.8264263868331909
451,90.0,0.0,90.0,90.0,45.0,45.0,0.0,90.0,45.0,0.08092693239450455,0.8758045434951782
452,90.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.10382217913866043,0.9046751260757446
453,0.0,90.0,0.0,45.0,45.0,90.0,90.0,45.0,0.0,0.0636669173836708,0.8292459845542908
454,0.0,45.0,90.0,45.0,90.0,0.0,90.0,45.0,0.0,0.09935349971055984,0.8377251029014587
455,45.0,90.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,0.20359164476394653,0.8658010959625244
456,45.0,45.0,45.0,45.0,45.0,0.0,90.0,0.0,0.0,0.3452678918838501,0.9015693664550781
457,45.0,45.0,45.0,90.0,45.0,45.0,0.0,45.0,0.0,0.2894051671028137,0.8921502232551575
458,90.0,45.0,90.0,45.0,45.0,0.0,45.0,90.0,0.0,0.13952195644378662,0.8613142371177673
459,45.0,0.0,45.0,45.0,45.0,0.0,45.0,45.0,45.0,0.36416158080101013,0.9960334300994873
460,45.0,90.0,45.0,45.0,45.0,0.0,45.0,0.0,45.0,0.22227080166339874,0.8691030740737915
461,45.0,45.0,45.0,0.0,90.0,45.0,45.0,0.0,0.0,0.24866615235805511,0.8637110590934753
462,0.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,45.0,0.2928931713104248,0.9812175631523132
463,90.0,45.0,90.0,0.0,0.0,0.0,45.0,0.0,45.0,0.09299286454916,0.8729273080825806
464,0.0,45.0,0.0,90.0,45.0,45.0,90.0,0.0,45.0,0.11387387663125992,0.7894459366798401
465,0.0,45.0,0.0,90.0,90.0,45.0,45.0,0.0,45.0,0.10540515184402466,0.7893656492233276
466,45.0,45.0,90.0,90.0,45.0,0.0,0.0,45.0,45.0,0.1856098175048828,0.8400797247886658
467,45.0,45.0,45.0,45.0,45.0,45.0,90.0,90.0,0.0,0.4088715612888336,0.9196125268936157
468,45.0,90.0,45.0,45.0,0.0,45.0,45.0,90.0,90.0,0.2206057757139206,0.8611152768135071
469,0.0,0.0,45.0,45.0,45.0,90.0,90.0,45.0,90.0,0.10430990904569626,0.7905427813529968
470,90.0,45.0,45.0,45.0,0.0,90.0,90.0,45.0,45.0,0.1675250232219696,0.8588758707046509
471,0.0,90.0,45.0,45.0,45.0,45.0,0.0,90.0,0.0,0.09251204878091812,0.7959775328636169
472,45.0,90.0,90.0,90.0,45.0,45.0,90.0,45.0,45.0,0.34722885489463806,1.0491652488708496
473,0.0,90.0,0.0,90.0,90.0,45.0,45.0,45.0,90.0,0.055953193455934525,0.8464361429214478
474,45.0,45.0,90.0,90.0,45.0,0.0,90.0,45.0,90.0,0.2208213061094284,0.8997534513473511
475,45.0,45.0,45.0,0.0,45.0,45.0,90.0,45.0,45.0,0.33185485005378723,0.9063937664031982
476,0.0,45.0,90.0,90.0,0.0,90.0,45.0,45.0,45.0,0.10132764279842377,0.7956886291503906
477,45.0,0.0,45.0,45.0,90.0,0.0,0.0,45.0,45.0,0.19915451109409332,0.8251248002052307
478,0.0,90.0,45.0,90.0,45.0,45.0,45.0,45.0,45.0,0.10894335061311722,0.8073893189430237
479,45.0,0.0,45.0,45.0,45.0,45.0,90.0,0.0,90.0,0.24033956229686737,0.8100415468215942
480,90.0,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.15517443418502808,0.8461788892745972
481,90.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,90.0,0.06887111067771912,1.1478867530822754
482,0.0,45.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,0.27020159363746643,1.0864284038543701
483,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,90.0,0.33155086636543274,0.8899144530296326
484,90.0,45.0,45.0,90.0,45.0,45.0,90.0,0.0,45.0,0.1894926130771637,0.8844735622406006
485,0.0,45.0,0.0,45.0,45.0,45.0,0.0,45.0,90.0,0.17920157313346863,0.8071010708808899
486,90.0,0.0,45.0,45.0,45.0,0.0,45.0,90.0,45.0,0.09876103699207306,0.7854765057563782
487,45.0,90.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,0.20359164476394653,0.8658010959625244
488,0.0,90.0,45.0,90.0,0.0,45.0,0.0,90.0,45.0,0.07360804080963135,0.8349961042404175
489,45.0,0.0,45.0,90.0,45.0,90.0,45.0,45.0,0.0,0.17434747517108917,0.7995569705963135
490,0.0,90.0,45.0,45.0,45.0,0.0,45.0,90.0,45.0,0.09928739815950394,0.7762647271156311
491,45.0,0.0,45.0,45.0,0.0,90.0,0.0,90.0,45.0,0.1851397305727005,0.8118829727172852
492,90.0,45.0,0.0,45.0,90.0,90.0,90.0,45.0,45.0,0.13933421671390533,0.8638955354690552
493,90.0,90.0,45.0,45.0,0.0,90.0,45.0,45.0,0.0,0.11613034456968307,0.8596699237823486
494,0.0,90.0,45.0,0.0,90.0,90.0,0.0,0.0,45.0,0.06526020914316177,0.9319626092910767
495,90.0,45.0,45.0,45.0,45.0,90.0,45.0,45.0,45.0,0.3371373414993286,1.0323166847229004
496,45.0,0.0,0.0,90.0,45.0,45.0,90.0,0.0,45.0,0.1427835077047348,0.7970247864723206
497,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,45.0,0.5105223059654236,1.0775452852249146
498,90.0,45.0,45.0,0.0,0.0,0.0,0.0,45.0,45.0,0.1162281334400177,0.8546820282936096
